f5_coleccion_botanica_id_;conglomerado_id_;codigo_subparcela;tipo_individuo;f5_coleccion_botanica_no_id;nombre_comun;familia_taxonomica;no_familia_en_lista;genero_taxonomico;no_genero_en_lista;especie_taxonomica;no_especie_en_lista;observaciones_individuo;numero_colector;colectada;codigo_parcela;anio_ejecucion;anioVigencia;ID_PPERMANENTE_SEQ;ID_BRIG_CONG
10003243;10000001;1;fg;41;Guamo blanco;fabaceae;;inga;;-1;vera;raquis alado, hoja tomentosa;679;Y;146634;${anio_ejecucion};2016;;
10003540;10000001;2;f;50;Coloradito ó sangrito;fabaceae;;taralea;;taralea oppositifolia;;Resina transparente rojiza en la madera;684;Y;146634;${anio_ejecucion};2016;;
10003375;10000001;2;l;45;Coloradito;-1;;-1;;-1;;Compuestas trifoliadas, madera amarilla;;N;146634;${anio_ejecucion};2016;;
10003573;10000001;2;f;51;Laurel amarillo;lauraceae;;nectandra;;nectandra cuspidata;;Olor fuerte;685;Y;146634;${anio_ejecucion};2016;;
10003606;10000001;2;f;52;Coloradito sangrito;myrtaceae;;-1;;-1;;Candelillas;;N;146634;${anio_ejecucion};2016;;
10003639;10000001;2;f;53;Guarataro;lamiaceae;;vitex;;vitex orinocensis;orinocensis;Madera amarilla, resina transparente;686;Y;146634;${anio_ejecucion};2016;;
10003672;10000001;2;f;54;Coloradito;-1;;-1;;-1;;Resina transparente, amarilla hojas compuestas alternas;;N;146634;${anio_ejecucion};2016;;
10003705;10000001;2;f;55;Guamo blanco;fabaceae;;inga;;-1;vera;Olor dulzón, raquis alado madera rojiza;687;Y;146634;${anio_ejecucion};2016;;
10003408;10000001;2;l;46;Coloradito;-1;;-1;;-1;;Compuestas trifoliadas, madera amarilla;;N;146634;${anio_ejecucion};2016;;
10003738;10000001;2;f;56;Coloradito;-1;;-1;;-1;;Recina transparente, amarilla hojas compuestas alternas;;N;146634;${anio_ejecucion};2016;;
10003342;10000001;2;l;44;Coloradito;fabaceae;;taralea;;taralea oppositifolia;;compuestas trifoliadas, madera amarilla;682;Y;146634;${anio_ejecucion};2016;;
10003771;10000001;2;f;57;Guamo blanco;fabaceae;;inga;;-1;;Olor dulzon, raquis alado madera rojiza;;N;146634;${anio_ejecucion};2016;;
10003804;10000001;2;f;58;Coloradito;-1;;-1;;-1;;90 cm sin olor ni látex;;N;146634;${anio_ejecucion};2016;;
10003276;10000001;2;b;42;;moraceae;;sorocea;;-1;sp2.;hojas simples, alternas estípulas;680;Y;146634;${anio_ejecucion};2016;;
10003441;10000001;2;l;47;Coloradito;-1;;-1;;-1;;Compuestas trifoliadas, madera amarilla;;N;146634;${anio_ejecucion};2016;;
10003474;10000001;2;l;48;Coloradito;-1;;-1;;-1;;Compuestas trifoliadas, madera amarilla;;N;146634;${anio_ejecucion};2016;;
10003507;10000001;2;f;49;Coloradito;fabaceae;;taralea;;taralea oppositifolia;;Recina transparente, amarilla hojas compuestas alternas;683;Y;146634;${anio_ejecucion};2016;;
10003309;10000001;2;b;43;;lauraceae;;lauraceae;;-1;sp1.;90 cm de altura, sin olor ni látex;681;Y;146634;${anio_ejecucion};2016;;
10004398;10000001;4;f;76;Guarataro;-1;;-1;;-1;;;;N;146634;${anio_ejecucion};2016;;
10004431;10000001;4;f;77;Guarataro;-1;;-1;;-1;;;;N;146634;${anio_ejecucion};2016;;
10004464;10000001;4;l;78;Pera;rubiaceae;;alibertia;;alibertia sp.;;"Madera como "" Myrtales"" desprende en escamas, olor agradable";700;Y;146634;${anio_ejecucion};2016;;
10004167;10000001;4;l;69;Cuero de sapo;moraceae;;maquira;;maquira coriacea;;Látex amarillo a blanco madera amarilla;695;Y;146634;${anio_ejecucion};2016;;
10003837;10000001;4;b;59;;apocynaceae;;tabernaemontana;;tabernaemontana sp.;;;688;Y;146634;${anio_ejecucion};2016;;
10003870;10000001;4;b;60;;euphorbiaceae;;mabea;;-1;sp2.;60 cm hoja vertical está opuesta;689;Y;146634;${anio_ejecucion};2016;;
10003903;10000001;4;b;61;;-1;;-1;;-1;;31 cm altura;;N;146634;${anio_ejecucion};2016;;
10003936;10000001;4;b;62;;moraceae;;sorocea;;-1;sp2.;89 cm altura, estípula terminal pequeña, nerviación amarilla;690;Y;146634;${anio_ejecucion};2016;;
10003969;10000001;4;b;63;;moraceae;;sorocea;;-1;sp2.;110 cm estipula terminal, nerviación amarilla;691;Y;146634;${anio_ejecucion};2016;;
10004002;10000001;4;b;64;;indeterminada;;indeterminada;;indeterminada;sp5.;60 cm;692;Y;146634;${anio_ejecucion};2016;;
10004035;10000001;4;b;65;;-1;;-1;;-1;;102 cm;;N;146634;${anio_ejecucion};2016;;
10004068;10000001;4;b;66;;-1;;-1;;-1;;110 cm estipula, madera amarilla;;N;146634;${anio_ejecucion};2016;;
10004101;10000001;4;b;67;;moraceae;;sorocea;;-1;sp2.;46 cm;693;Y;146634;${anio_ejecucion};2016;;
10004134;10000001;4;l;68;Vara blanca;*;Achariaceae;-1;Mayna;-1;sp.;Madera amarilla;694;Y;146634;${anio_ejecucion};2016;;
10004200;10000001;4;l;70;;-1;;-1;;-1;;Latex amarillo a blanco madera amarilla;;N;146634;${anio_ejecucion};2016;;
10004233;10000001;4;l;71;Trompillo;meliaceae;;guarea;;*;guidonia;Maderable, olor agradable compuesta alterna;696;Y;146634;${anio_ejecucion};2016;;
10004266;10000001;4;f;72;Guayabo rebalsero;rubiaceae;;faramea;;faramea capillipes;;Tronco con huecos en el tallo estipula terminal en forma de espino;697;Y;146634;${anio_ejecucion};2016;;
10004299;10000001;4;f;73;Guarataro;lamiaceae;;vitex;;vitex orinocensis;;Olor dulzón, madera amarilla;698;Y;146634;${anio_ejecucion};2016;;
10004332;10000001;4;f;74;Coloradito;fabaceae;;taralea;;taralea oppositifolia;;;699;Y;146634;${anio_ejecucion};2016;;
10004365;10000001;4;f;75;Coloradito;-1;;-1;;-1;;;;N;146634;${anio_ejecucion};2016;;
10004497;10000001;5;l;79;Pera;-1;;-1;;-1;;;;N;146634;${anio_ejecucion};2016;;
10004530;10000001;5;l;80;Pera;-1;;-1;;-1;;;;N;146634;${anio_ejecucion};2016;;
10004563;10000001;5;f;81;Guarataro;bignoniaceae;;tabebuia;;tabebuia serratifolia;orinocensis;;701;Y;146634;${anio_ejecucion};2016;;
10004596;10000001;5;f;82;Guamo blanco;fabaceae;;inga;;-1;vera;Olor dulzón;702;Y;146634;${anio_ejecucion};2016;;
10004629;10000001;5;f;83;Coloradito;fabaceae;;taralea;;taralea oppositifolia;;Madera blanca rojiza;703;Y;146634;${anio_ejecucion};2016;;
10004662;10000001;5;f;84;Guamo 2;fabaceae;;inga;;inga acuminata;;Olor dulzón;704;Y;146634;${anio_ejecucion};2016;;
10004695;10000001;5;f;85;Laurel;lauraceae;;nectandra;;nectandra cuspidata;;Olor fuerte estípulas caducas;705;Y;146634;${anio_ejecucion};2016;;
11003979;11000001;1;fg;22;;moraceae;;-1;;-1;;Corteza roñosa, lenticelas amarillas. Exudado café-naranja abundante.;2384;Y;042013;${anio_ejecucion};2016;;
11003286;11000001;1;l;1;;burseraceae;;-1;;-1;;Exudado hialino, asociado a hormigas;2381;Y;042013;${anio_ejecucion};2016;;
11003319;11000001;1;l;2;Chontica;arecaceae;;-1;;-1;;Espinas negras, envés glauco. Longitud de la hoja igual a 2,35m, longitud el peciolo igual a 0,5m. Número de pinnas igual a 29 pares.;2382;Y;042013;${anio_ejecucion};2016;;
11003352;11000001;1;l;3;;fabaceae;;-1;;-1;;Inclinado;2379;Y;042013;${anio_ejecucion};2016;;
11003385;11000001;1;l;4;;violaceae;;-1;;-1;;Quebrado;2380;Y;042013;${anio_ejecucion};2016;;
11003418;11000001;1;f;5;;indeterminada;;-1;;-1;;Frutos verde claro. Semilla Café claro.;2360;Y;042013;${anio_ejecucion};2016;;
11003451;11000001;1;f;6;;euphorbiaceae;;senefeldera;;-1;;Exudado crema;2378;Y;042013;${anio_ejecucion};2016;;
11003484;11000001;1;f;7;Fariñero;fabaceae;;clathrotropis;;-1;;;2377;Y;042013;${anio_ejecucion};2016;;
11003517;11000001;1;f;8;;myristicaceae;;-1;;-1;;Exudado hialino.;2356;Y;042013;${anio_ejecucion};2016;;
11003550;11000001;1;f;9;;-1;;-1;;-1;;Muerto;;N;042013;${anio_ejecucion};2016;;
11003583;11000001;1;f;10;;-1;;-1;;-1;;Muerto;;N;042013;${anio_ejecucion};2016;;
11003616;11000001;1;f;11;;myristicaceae;;-1;;-1;;Exudado rojo-hialino abundante.;2390;Y;042013;${anio_ejecucion};2016;;
11003649;11000001;1;f;12;;indeterminada;;-1;;-1;;Copa reventada.;2386;Y;042013;${anio_ejecucion};2016;;
11003682;11000001;1;f;13;;sterculiaceae;;-1;;-1;;;2389;Y;042013;${anio_ejecucion};2016;;
11003715;11000001;1;f;14;;-1;;-1;;-1;;Muerto;;N;042013;${anio_ejecucion};2016;;
11003748;11000001;1;f;15;;lecythidaceae;;eschweilera;;-1;;;2359;Y;042013;${anio_ejecucion};2016;;
11003781;11000001;1;fg;16;;fabaceae;;-1;;-1;;Olor a legumbre.;2354;Y;042013;${anio_ejecucion};2016;;
11003814;11000001;1;fg;17;;urticaceae;;-1;Pourouma;-1;;Envés glauco. Raíces fulcreas. Exudado ámbar abundante.;2358;Y;042013;${anio_ejecucion};2016;;
11003847;11000001;1;fg;18;;fabaceae;;-1;;-1;;Bambas a 1,6m. Corteza crema, finamente lenticelada.;2387;Y;042013;${anio_ejecucion};2016;;
11003880;11000001;1;fg;19;;myristicaceae;;-1;;-1;;Tallos rojos. Envés verde claro.Exudado rojo-hialino abundante.;2388;Y;042013;${anio_ejecucion};2016;;
11003913;11000001;1;fg;20;;burseraceae;;-1;;-1;;Exudado hialino. Fuste acanalado en la base.;2355;Y;042013;${anio_ejecucion};2016;;
11003946;11000001;1;fg;21;;moraceae;;-1;;-1;;Exudado café con leche abundante.;2357;Y;042013;${anio_ejecucion};2016;;
11004012;11000001;1;fg;23;;vochysiaceae;;-1;;-1;;Bambas incipientes. Corteza amarilla por parches.;2383;Y;042013;${anio_ejecucion};2016;;
11004045;11000001;1;l;24;;myristicaceae;;virola;;-1;;Exudado rojo-hialino, envés glauco. Raices fulcreas a 1,5m.;2385;Y;042013;${anio_ejecucion};2016;;
11004078;11000001;1;b;25;Bizcocho;euphorbiaceae;;senefeldera;;-1;;;2391;Y;042013;${anio_ejecucion};2016;;
11004111;11000001;1;b;26;;euphorbiaceae;;senefeldera;;-1;;;2394;Y;042013;${anio_ejecucion};2016;;
11004144;11000001;1;b;27;;moraceae;;-1;;-1;;Látex;2396;Y;042013;${anio_ejecucion};2016;;
11004177;11000001;1;b;28;;fabaceae;;-1;;-1;;;2395;Y;042013;${anio_ejecucion};2016;;
11004210;11000001;1;b;29;;myristicaceae;;-1;;-1;;Exudado hialino;2392;Y;042013;${anio_ejecucion};2016;;
11004243;11000001;1;b;30;;chrysobalanaceae;;-1;;-1;;;2393;Y;042013;${anio_ejecucion};2016;;
11004276;11000001;2;l;31;;vochysiaceae;;-1;;-1;;;2375;Y;042013;${anio_ejecucion};2016;;
11004309;11000001;2;l;32;;indeterminada;;-1;;-1;;;2369;Y;042013;${anio_ejecucion};2016;;
11004342;11000001;2;l;33;;indeterminada;;-1;;-1;;;2373;Y;042013;${anio_ejecucion};2016;;
11004375;11000001;2;l;34;;myristicaceae;;-1;;-1;;Exudado rojo hialino;2376;Y;042013;${anio_ejecucion};2016;;
11004408;11000001;2;l;35;;moraceae;;-1;;-1;;Exudado ámbar abundante. Con zancos incipientes.;2397;Y;042013;${anio_ejecucion};2016;;
11004441;11000001;2;l;36;;violaceae;;-1;;-1;;;2374;Y;042013;${anio_ejecucion};2016;;
11004474;11000001;2;f;37;Bizcocho;euphorbiaceae;;senefeldera;;-1;;igual a No. Ind. ID 42;;N;042013;${anio_ejecucion};2016;;
11004507;11000001;2;f;38;;moraceae;;-1;;-1;;Exudado café-naraja abundante.;2370;Y;042013;${anio_ejecucion};2016;;
11004540;11000001;2;f;39;Pavito;fabaceae;;tachigalia;;-1;;Bambas a 70 cm;2372;Y;042013;${anio_ejecucion};2016;;
11004573;11000001;2;f;40;Fariñero;fabaceae;;clathrotropis;;-1;;;2364;Y;042013;${anio_ejecucion};2016;;
11004606;11000001;2;f;41;;annonaceae;;-1;;-1;;Raices adventicias. Hojas aromáticas.;2365;Y;042013;${anio_ejecucion};2016;;
11004639;11000001;2;f;42;Bizcocho;euphorbiaceae;;senefeldera;;-1;;;2371;Y;042013;${anio_ejecucion};2016;;
11004672;11000001;2;f;43;Ibapichona;burseraceae;;dacryodes;;-1;;Exudado hialino aromático;2399;Y;042013;${anio_ejecucion};2016;;
11004705;11000001;2;f;44;;lecythidaceae;;eschweilera;;-1;;;2466;Y;042013;${anio_ejecucion};2016;;
11004738;11000001;2;f;45;;burseraceae;;protium;;-1;;Exudado hialino muy aromático;2368;Y;042013;${anio_ejecucion};2016;;
11004771;11000001;2;fg;46;;indeterminada;;-1;;-1;;Bambas a 1,7m.;2366;Y;042013;${anio_ejecucion};2016;;
11004804;11000001;2;fg;47;;indeterminada;;-1;;-1;;Bambas a 4m.;2398;Y;042013;${anio_ejecucion};2016;;
11004837;11000001;2;fg;48;;myristicaceae;;virola;;-1;;Bambas a 1,7m. Exudado hialino.;2367;Y;042013;${anio_ejecucion};2016;;
11004870;11000001;2;fg;49;;-1;;-1;;-1;;Muerto;;N;042013;${anio_ejecucion};2016;;
11004903;11000001;2;fg;50;;moraceae;;-1;;-1;;;2347;Y;042013;${anio_ejecucion};2016;;
11004936;11000001;2;fg;51;;vochysiaceae;;-1;;-1;;;2363;Y;042013;${anio_ejecucion};2016;;
11004969;11000001;2;fg;52;;indeterminada;;-1;;-1;;;2362;Y;042013;${anio_ejecucion};2016;;
11005002;11000001;2;fg;53;;lecythidaceae;;eschweilera;;-1;;;2361;Y;042013;${anio_ejecucion};2016;;
11005035;11000001;2;fg;54;;moraceae;;-1;;-1;;Corteza roñosa, finamente lenticelada. Exudado café-naranja abundante.;2469;Y;042013;${anio_ejecucion};2016;;
11005068;11000001;2;b;55;;lauraceae;;-1;;-1;;;2349;Y;042013;${anio_ejecucion};2016;;
11005101;11000001;2;b;56;;moraceae;;-1;;-1;;Exudado acuoso;2350;Y;042013;${anio_ejecucion};2016;;
11005134;11000001;2;b;57;;piperaceae;;piper;;-1;;;2348;Y;042013;${anio_ejecucion};2016;;
11005167;11000001;2;b;58;;indeterminada;;-1;;-1;;;2352;Y;042013;${anio_ejecucion};2016;;
11005200;11000001;2;b;59;;indeterminada;;-1;;-1;;;2353;Y;042013;${anio_ejecucion};2016;;
11005233;11000001;2;b;60;;rubiaceae;;-1;;-1;;;2351;Y;042013;${anio_ejecucion};2016;;
11005695;11000001;3;f;74;Bizcoho;euphorbiaceae;;senefeldera;;-1;;Exudado crema oleaginoso;2472;Y;042013;${anio_ejecucion};2016;;
11005266;11000001;3;l;61;;violaceae;;-1;;-1;;igual a No. Ind. ID 63;;N;042013;${anio_ejecucion};2016;;
11005299;11000001;3;l;62;;vochysiaceae;;-1;;-1;;;2476;Y;042013;${anio_ejecucion};2016;;
11005332;11000001;3;l;63;;violaceae;;-1;;-1;;;2477;Y;042013;${anio_ejecucion};2016;;
11005365;11000001;3;l;64;;violaceae;;-1;;-1;;;2474;Y;042013;${anio_ejecucion};2016;;
11005398;11000001;3;l;65;;indeterminada;;-1;;-1;;Frutos negro-violáceos, semillas cafés. Pedúnculo rojo-granate, comestibles, ácidos.;2450;Y;042013;${anio_ejecucion};2016;;
11005431;11000001;3;l;66;;indeterminada;;-1;;-1;;;2478;Y;042013;${anio_ejecucion};2016;;
11005464;11000001;3;f;67;;-1;;-1;;-1;;Muerto;;N;042013;${anio_ejecucion};2016;;
11005497;11000001;3;f;68;;violaceae;;-1;;-1;;igual a No. Ind. ID 63;;N;042013;${anio_ejecucion};2016;;
11005530;11000001;3;f;69;;chrysobalanaceae;;-1;;-1;;;2465;Y;042013;${anio_ejecucion};2016;;
11005563;11000001;3;f;70;Bizcocho;euphorbiaceae;;senefeldera;;-1;;igual a No. Ind. ID 74;;N;042013;${anio_ejecucion};2016;;
11005596;11000001;3;f;71;;indeterminada;;-1;;-1;;"Corteza amarillo-ocre, exfolia; albura roja. Hojas aromáticas.";2473;Y;042013;${anio_ejecucion};2016;;
11005629;11000001;3;f;72;;myristicaceae;;virola;;-1;;Tallos rojos. Exudado rojo hialino abundante. Inclinado.;2475;Y;042013;${anio_ejecucion};2016;;
11005662;11000001;3;f;73;Cariaño;burseraceae;;crepidospermum;;-1;;Bambas a 0,5m. Exudado hialino muy aromático.;2470;Y;042013;${anio_ejecucion};2016;;
11005728;11000001;3;f;75;;moraceae;;-1;;-1;;Albura amarilla. Exudado crema acuoso en ramas.;2449;Y;042013;${anio_ejecucion};2016;;
11005761;11000001;3;f;76;;fabaceae;;-1;;-1;;Corteza exfolia placas redondas. Corteza amarilla. Zancos a 1,5m.;2446;Y;042013;${anio_ejecucion};2016;;
11005794;11000001;3;fg;77;;sapotaceae;;-1;;-1;;Inflorescencia inmadura amarillo-verdoso. Tallos rojos. Bambas a 0,7m. Latex por puntos.;2451;Y;042013;${anio_ejecucion};2016;;
11005827;11000001;3;fg;78;Arenillo;indeterminada;;-1;;-1;;Corteza amarilla. Filas lenticelas negras. Albura arenosa.;2447;Y;042013;${anio_ejecucion};2016;;
11005860;11000001;3;fg;79;;urticaceae;;-1;Pourouma;-1;;Tallos blancos. Zancos a 1,6m. Exudado ambar.;2471;Y;042013;${anio_ejecucion};2016;;
11005893;11000001;3;fg;80;;myristicaceae;;-1;;-1;;Exudado rojo hialino en corteza. Ramas con exudado blanco abundante.;2445;Y;042013;${anio_ejecucion};2016;;
11005926;11000001;3;fg;81;;vochysiaceae;;qualea;;-1;;Bambas a 2,5m.;2468;Y;042013;${anio_ejecucion};2016;;
11005959;11000001;3;fg;82;;clusiaceae;;-1;;-1;;Corteza roñosa. Ramas con exudado amarillo. Exudado café con leche abundante.;2448;Y;042013;${anio_ejecucion};2016;;
11005992;11000001;3;fg;83;;vochysiaceae;;erisma;;-1;;;2467;Y;042013;${anio_ejecucion};2016;;
11006025;11000001;3;b;84;;rubiaceae;;-1;;-1;;;2453;Y;042013;${anio_ejecucion};2016;;
11006058;11000001;3;b;85;--;chrysobalanaceae;;hirtella;;-1;;;2456;Y;042013;${anio_ejecucion};2016;;
11006091;11000001;3;b;86;;indeterminada;;-1;;-1;;;2454;Y;042013;${anio_ejecucion};2016;;
11006124;11000001;3;b;87;;chrysobalanaceae;;hirtella;;-1;;;2455;Y;042013;${anio_ejecucion};2016;;
11006157;11000001;3;b;88;;indeterminada;;-1;;-1;;Aromático;2457;Y;042013;${anio_ejecucion};2016;;
11006190;11000001;3;b;89;;hypericaceae;;vismia;;-1;;"Exudado naranja; envés clorado.";2452;Y;042013;${anio_ejecucion};2016;;
11006586;11000001;4;f;101;;indeterminada;;-1;;-1;;Corteza corchosa.;2424;Y;042013;${anio_ejecucion};2016;;
11006619;11000001;4;f;102;Bizcocho;euphorbiaceae;;senefeldera;;-1;;Exudado crema;2433;Y;042013;${anio_ejecucion};2016;;
11006652;11000001;4;f;103;;fabaceae;;-1;;-1;;Corteza crema lenticelada, albura amarilla;2435;Y;042013;${anio_ejecucion};2016;;
11006223;11000001;4;l;90;;myristicaceae;;compsoneura;;-1;;Exudado hialino.;2425;Y;042013;${anio_ejecucion};2016;;
11006685;11000001;4;f;104;;fabaceae;;-1;;-1;;Corteza exfolia placas redondas. Bambas a 0,5m. Aroma a legumbre.;2434;Y;042013;${anio_ejecucion};2016;;
11006718;11000001;4;fg;105;;-1;;-1;;-1;;Muerto;;N;042013;${anio_ejecucion};2016;;
11006751;11000001;4;fg;106;Dormidero;mimosaceae;;-1;;-1;;igual a No. Ind. ID 111;;N;042013;${anio_ejecucion};2016;;
11006784;11000001;4;fg;107;;mimosaceae;;-1;;-1;;Bambas a 1,0m.;2428;Y;042013;${anio_ejecucion};2016;;
11006817;11000001;4;f;108;;rubiaceae;;-1;;-1;;;2413;Y;042013;${anio_ejecucion};2016;;
11006850;11000001;4;fg;109;;mimosaceae;;-1;;-1;;Corteza crema. Lenticelas protuberantes amarillas. Bambas a 0,7m.;2409;Y;042013;${anio_ejecucion};2016;;
11006883;11000001;4;fg;110;;fabaceae;;-1;;-1;;;2411;Y;042013;${anio_ejecucion};2016;;
11006916;11000001;4;b;111;Dormidero;mimosaceae;;-1;;-1;;Bambas a 1,5m.;2412;Y;042013;${anio_ejecucion};2016;;
11006949;11000001;4;b;112;Guamo;fabaceae;;inga;;-1;;;2430;Y;042013;${anio_ejecucion};2016;;
11006982;11000001;4;b;113;;moraceae;;-1;;-1;;Exudado crema.;2432;Y;042013;${anio_ejecucion};2016;;
11007015;11000001;4;b;114;Bizcocho;euphorbiaceae;;senefeldera;;-1;;;2431;Y;042013;${anio_ejecucion};2016;;
11006256;11000001;4;l;91;;vochysiaceae;;qualea;;-1;;;2423;Y;042013;${anio_ejecucion};2016;;
11006289;11000001;4;l;92;;chrysobalanaceae;;-1;;-1;;Hojas aromáticas, exudado hialino.;2421;Y;042013;${anio_ejecucion};2016;;
11006322;11000001;4;l;93;;malvaceae;;-1;Matisia;-1;;Tallos crema.;2427;Y;042013;${anio_ejecucion};2016;;
11006355;11000001;4;l;94;;vochysiaceae;;-1;;-1;;;2426;Y;042013;${anio_ejecucion};2016;;
11006388;11000001;4;f;95;;myristicaceae;;virola;;-1;;igual a No. Ind. ID 100;;N;042013;${anio_ejecucion};2016;;
11006421;11000001;4;f;96;Siringo;euphorbiaceae;;hevea;;-1;;Látex abundante;2410;Y;042013;${anio_ejecucion};2016;;
11006454;11000001;4;f;97;;burseraceae;;dacryodes;;-1;;Exudado hialino aromático;2420;Y;042013;${anio_ejecucion};2016;;
11006487;11000001;4;f;98;;myristicaceae;;-1;;-1;;Exudado hialino.;2429;Y;042013;${anio_ejecucion};2016;;
11006520;11000001;4;f;99;;indeterminada;;-1;;-1;;Zancos a 0,7m. Envés ferrugineo. Corteza fibrosa.;2419;Y;042013;${anio_ejecucion};2016;;
11006553;11000001;4;f;100;;myristicaceae;;virola;;-1;;Exudado rojo hialino. Envés amarillo-rojizo.;2422;Y;042013;${anio_ejecucion};2016;;
11007873;11000001;5;fg;140;Caba de hacha;nyctaginaceae;;-1;;-1;;Inclinado. Fuste acanalado.;2401;Y;042013;${anio_ejecucion};2016;;
11007906;11000001;5;b;141;;indeterminada;;-1;;-1;;;2438;Y;042013;${anio_ejecucion};2016;;
11007939;11000001;5;b;142;;indeterminada;;-1;;-1;;;2440;Y;042013;${anio_ejecucion};2016;;
11007972;11000001;5;b;143;;fabaceae;;-1;;-1;;;2436;Y;042013;${anio_ejecucion};2016;;
11008005;11000001;5;b;144;;indeterminada;;-1;;-1;;;2441;Y;042013;${anio_ejecucion};2016;;
11008038;11000001;5;b;145;;moraceae;;-1;;-1;;Exudado crema.;2442;Y;042013;${anio_ejecucion};2016;;
11008071;11000001;5;b;146;;fabaceae;;-1;;-1;;;2443;Y;042013;${anio_ejecucion};2016;;
11008104;11000001;5;b;147;;urticaceae;;-1;Cecropia;-1;;Exudado hialino.;2444;Y;042013;${anio_ejecucion};2016;;
11008137;11000001;5;b;148;;indeterminada;;-1;;-1;;;2437;Y;042013;${anio_ejecucion};2016;;
11008170;11000001;5;b;149;;indeterminada;;-1;;-1;;;2439;Y;042013;${anio_ejecucion};2016;;
11007477;11000001;5;f;128;;clusiaceae;;-1;;-1;;Exudado hialino. Muestra pequeña. Muy alta.;2405;Y;042013;${anio_ejecucion};2016;;
11007048;11000001;5;l;115;;indeterminada;;-1;;-1;;;2461;Y;042013;${anio_ejecucion};2016;;
11007081;11000001;5;l;116;Bizcocho;euphorbiaceae;;senefeldera;;-1;;Bambas incipientes. Exudado crema oleaginoso.;2460;Y;042013;${anio_ejecucion};2016;;
11007114;11000001;5;l;117;;melastomataceae;;-1;;-1;;Corteza exfolia.;2458;Y;042013;${anio_ejecucion};2016;;
11007147;11000001;5;l;118;;indeterminada;;-1;;-1;;;2459;Y;042013;${anio_ejecucion};2016;;
11007180;11000001;5;l;119;Bizcocho;euphorbiaceae;;senefeldera;;-1;;igual a No. Ind. ID 116;;N;042013;${anio_ejecucion};2016;;
11007213;11000001;5;f;120;;malvaceae;;theobroma;;-1;;Fruto café ferrugineo.;2417;Y;042013;${anio_ejecucion};2016;;
11007246;11000001;5;f;121;Bizcocho;euphorbiaceae;;senefeldera;;-1;;igual a No. Ind. ID 116;;N;042013;${anio_ejecucion};2016;;
11007279;11000001;5;f;122;;moraceae;;-1;;-1;;Exudado crema acuoso abundante.;2415;Y;042013;${anio_ejecucion};2016;;
11007312;11000001;5;f;123;;myristicaceae;;iryanthera;;-1;;Fruto usado para pescar. Exudado rojo hialino abundante.;2414;Y;042013;${anio_ejecucion};2016;;
11007345;11000001;5;f;124;;sapindaceae;;-1;;-1;;Frutos naranjas. Semillas negras, arilo blanco.;2416;Y;042013;${anio_ejecucion};2016;;
11007378;11000001;5;f;125;;rubiaceae;;-1;;-1;;Raices fulcreas a 0,3m.;2418;Y;042013;${anio_ejecucion};2016;;
11007411;11000001;5;f;126;;lecythidaceae;;eschweilera;;-1;;Corteza café rojiza.;2408;Y;042013;${anio_ejecucion};2016;;
11007444;11000001;5;f;127;;-1;;-1;;-1;;muerto;;N;042013;${anio_ejecucion};2016;;
11007510;11000001;5;f;129;;-1;;-1;;-1;;muerto;;N;042013;${anio_ejecucion};2016;;
11007543;11000001;5;fg;130;;vochysiaceae;;qualea;;-1;;Bambas a 1,0m. Corteza café claro, lenticelas amarillas.;2406;Y;042013;${anio_ejecucion};2016;;
11007576;11000001;5;fg;131;;mimosaceae;;-1;;-1;;Bambas a 2,0m.;2462;Y;042013;${anio_ejecucion};2016;;
11007609;11000001;5;fg;132;;myristicaceae;;-1;;-1;;Exudado rojo hialino abundante. Corteza exfolia.;2463;Y;042013;${anio_ejecucion};2016;;
11007642;11000001;5;fg;133;;myristicaceae;;-1;;-1;;Corteza con lenticelas gruesas. Exfolia. Exudado rojo hialino.;2402;Y;042013;${anio_ejecucion};2016;;
11007675;11000001;5;fg;134;;apocynaceae;;-1;;-1;;Bambas a 1,6m. Látex abundante.;2464;Y;042013;${anio_ejecucion};2016;;
11007708;11000001;5;fg;135;;-1;;-1;;-1;;Muerto.;;N;042013;${anio_ejecucion};2016;;
11007741;11000001;5;fg;136;Siringo;euphorbiaceae;;hevea;;-1;;Látex abundante.;2407;Y;042013;${anio_ejecucion};2016;;
11007774;11000001;5;fg;137;;myristicaceae;;iryanthera;;-1;;Corteza exfolia placas longitudinales. Exudado rojo hialino.;2403;Y;042013;${anio_ejecucion};2016;;
11007807;11000001;5;fg;138;;indeterminada;;-1;;-1;;Corteza ocre, lenticelas gruesas protuberantes. Aromática (tallos).;2404;Y;042013;${anio_ejecucion};2016;;
11007840;11000001;5;fg;139;;mimosaceae;;-1;;-1;;Bambas a 0,7m.;2400;Y;042013;${anio_ejecucion};2016;;
12000984;12000001;1;b;1;Guayabo;myrtaceae;;psidium;;psidium guajava;;Tallo acanalado presencia de herbivoría por insectos;164;Y;158621;${anio_ejecucion};2016;;
12001083;12000001;1;fg;3;Cedro;meliaceae;;cedrela;;odorata;;;;N;158621;${anio_ejecucion};2016;;
12001050;12000001;1;fg;2;Cedro;meliaceae;;cedrela;;cedrela odorata;;Meliacea con inflorescencia en racimo con flores blancas, olor agradable, presencia de hormigas, hojas compuesta alterna;165;Y;158621;${anio_ejecucion};2016;;
12001215;12000001;2;b;6;;rubiaceae;;-1;;-1;;;;N;158621;${anio_ejecucion};2016;;
