f5_coleccion_botanica_id_;conglomerado_id_;codigo_subparcela;tipo_individuo;f5_coleccion_botanica_no_id;nombre_comun;familia_taxonomica;no_familia_en_lista;genero_taxonomico;no_genero_en_lista;especie_taxonomica;no_especie_en_lista;observaciones_individuo;numero_colector;colectada;codigo_parcela;anio_ejecucion;anioVigencia;ID_PPERMANENTE_SEQ;ID_BRIG_CONG
42002256;42000001;1;REF;1;Annonaceae;annonaceae;;xylopia;;aromatica;;Desprende en tiras, agradable olor;SMS 848;Y;096911;${anio_ejecucion};2016;;
42002289;42000001;1;REF;1;;melastomataceae;;-1;;-1;;Hojas coriacea;SMS 849;Y;096911;${anio_ejecucion};2016;;
42001695;42000001;1;b;1;;-1;;-1;;-1;;Brinzal de 30 cm de alto;SMS 842;Y;096911;${anio_ejecucion};2016;;
42004401;42000001;1;REF;1;Moriche;arecaceae;;mauritia;;flexuosa;;;;N;096911;${anio_ejecucion};2016;;
42001728;42000001;1;b;2;;melastomataceae;;-1;;-1;;Brinzal de 30 cm de alto;SMS 843;Y;096911;${anio_ejecucion};2016;;
42002322;42000001;1;REF;2;Chaparro;dilleniaceae;;curatella;;americana;;Tallo escamoso;SMS 850;Y;096911;${anio_ejecucion};2016;;
42002355;42000001;1;REF;3;Chaparro;dilleniaceae;;curatella;;americana;;;;N;096911;${anio_ejecucion};2016;;
42001761;42000001;1;b;3;;melastomataceae;;-1;;-1;;Brinzal de 70 cm de alto;;N;096911;${anio_ejecucion};2016;;
42001794;42000001;1;b;4;;melastomataceae;;-1;;-1;;Brinzal de 97 cm de alto;;N;096911;${anio_ejecucion};2016;;
42001827;42000001;1;b;5;;melastomataceae;;-1;;-1;;Brinzal de 1.37 m de alto;;N;096911;${anio_ejecucion};2016;;
42001860;42000001;1;b;6;;melastomataceae;;-1;;-1;;Brinzal de 72 cm de alto;;N;096911;${anio_ejecucion};2016;;
42001893;42000001;1;b;7;;melastomataceae;;-1;;-1;;Brinzal de 64 cm de alto;;N;096911;${anio_ejecucion};2016;;
42001926;42000001;1;b;8;;melastomataceae;;-1;;-1;;Brinzal de 1 m de alto;;N;096911;${anio_ejecucion};2016;;
42001959;42000001;1;b;9;;melastomataceae;;-1;;-1;;Brinzal de 1.17 cm de alto;;N;096911;${anio_ejecucion};2016;;
42001992;42000001;1;b;10;;melastomataceae;;-1;;-1;;Brinzal de 98 cm de alto;;N;096911;${anio_ejecucion};2016;;
42002025;42000001;1;b;11;Lacre;malvaceae;;-1;;-1;;Brinzal de 66 cm de alto;SMS 844;Y;096911;${anio_ejecucion};2016;;
42002058;42000001;1;b;12;;melastomataceae;;-1;;-1;;Brinzal de 50 cm de alto;;N;096911;${anio_ejecucion};2016;;
42002091;42000001;1;b;13;;melastomataceae;;-1;;-1;;Pubescencias en hojas y tallo Brinzal de 51 de alto;SMS 845;Y;096911;${anio_ejecucion};2016;;
42002124;42000001;1;b;14;;melastomataceae;;-1;;-1;;Brinzal de 1.06 cm de alto;;N;096911;${anio_ejecucion};2016;;
42002190;42000001;1;fg;16;Moriche;arecaceae;;mauritia;;flexuosa;;12 hojas, muestra largo 2.16 m, ancho 1.35 m, 22 pinas;SMS 847;Y;096911;${anio_ejecucion};2016;;
42002850;42000001;3;f;32;Caraño;burseraceae;;protium;;-1;;;;N;096911;${anio_ejecucion};2016;;
42002223;42000001;3;fg;17;Moriche;arecaceae;;mauritia;;flexuosa;;14 hojas;;N;096911;${anio_ejecucion};2016;;
42002388;42000001;3;b;18;;-1;;-1;;-1;;Olor dulzón;SMS 851;Y;096911;${anio_ejecucion};2016;;
42002421;42000001;3;b;19;Punta de lanza;hypericaceae;;vismia;;-1;;Exudado naranja, olor fuerte mentolado;SMS 852;Y;096911;${anio_ejecucion};2016;;
42002454;42000001;3;b;20;;melastomataceae;;-1;;-1;;Pubescencia tallos y hojas;SMS 853;Y;096911;${anio_ejecucion};2016;;
42002487;42000001;3;b;21;Loro;-1;;-1;;-1;;Olor leve, resina transparente pegachenta;SMS 854;Y;096911;${anio_ejecucion};2016;;
42002520;42000001;3;b;22;Loro;-1;;-1;;-1;;;;N;096911;${anio_ejecucion};2016;;
42002553;42000001;3;b;23;Loro;-1;;-1;;-1;;;;N;096911;${anio_ejecucion};2016;;
42002586;42000001;3;b;24;Loro;-1;;-1;;-1;;;;N;096911;${anio_ejecucion};2016;;
42002619;42000001;3;b;25;;melastomataceae;;-1;;-1;;Enves blancusco;SMS 855;Y;096911;${anio_ejecucion};2016;;
42002652;42000001;3;b;26;Punta de lanza;hypericaceae;;vismia;;-1;;;;N;096911;${anio_ejecucion};2016;;
42002685;42000001;3;l;27;Guayabo de pava;myrtaceae;;-1;;-1;;Olor a Guayaba;SMS 856;Y;096911;${anio_ejecucion};2016;;
42002718;42000001;3;l;28;Guayabo de pava;myrtaceae;;-1;;-1;;;;N;096911;${anio_ejecucion};2016;;
42002751;42000001;3;l;29;;-1;;-1;;-1;;;SMS 857;Y;096911;${anio_ejecucion};2016;;
42002817;42000001;3;f;31;Caraño;burseraceae;;protium;;-1;;;;N;096911;${anio_ejecucion};2016;;
42002883;42000001;3;f;33;Loro, patillo;-1;;-1;;-1;;Resina transparente pegachenta;SMS 859;Y;096911;${anio_ejecucion};2016;;
42002916;42000001;3;f;34;Patillo;-1;;-1;;-1;;;;N;096911;${anio_ejecucion};2016;;
42002949;42000001;3;f;35;Querebere;-1;;-1;;-1;;;SMS 860;Y;096911;${anio_ejecucion};2016;;
42002982;42000001;3;f;36;Malagueto;annonaceae;;xylopia;;-1;;;SMS 861;Y;096911;${anio_ejecucion};2016;;
42003015;42000001;3;f;37;Loro;-1;;-1;;-1;;;;N;096911;${anio_ejecucion};2016;;
42003048;42000001;4;b;38;;-1;;-1;;-1;;Olor dulzón, Brinzal de 73 cm de alto;SMS 862;Y;096911;${anio_ejecucion};2016;;
42003081;42000001;4;b;39;;-1;;-1;;-1;;Brinzal de 51 cm de alto;SMS 863;Y;096911;${anio_ejecucion};2016;;
42003114;42000001;4;b;40;;-1;;-1;;-1;;Brinzal de 44 cm de alto;SMS 864;Y;096911;${anio_ejecucion};2016;;
42003147;42000001;4;b;41;;-1;;-1;;-1;;Brinzal de 48 cm de alto;;N;096911;${anio_ejecucion};2016;;
42003180;42000001;4;b;42;;-1;;-1;;-1;;Brinzal de 39 cm de alto;SMS 865;Y;096911;${anio_ejecucion};2016;;
42003213;42000001;4;b;43;Caraño;burseraceae;;protium;;-1;;Brinzal de 48 cm de alto, olor fuerte mentolado;SMS 866;Y;096911;${anio_ejecucion};2016;;
42003246;42000001;4;b;44;;-1;;-1;;-1;;Brinzal de 130 cm de alto, olor dulce;SMS 867;Y;096911;${anio_ejecucion};2016;;
42003279;42000001;4;b;45;;piperaceae;;-1;;-1;;Brinzal de 33 cm de alto, olor fuerte picante;SMS 868;Y;096911;${anio_ejecucion};2016;;
42003312;42000001;4;b;46;;-1;;-1;;-1;;Brinzal de 60 cm de alto;SMS 869;Y;096911;${anio_ejecucion};2016;;
42003345;42000001;4;b;47;;-1;;-1;;-1;;Brinzal de 40 cm de alto;SMS 870;Y;096911;${anio_ejecucion};2016;;
42003378;42000001;4;b;48;;-1;;-1;;-1;;Brinzal de 36 cm de alto;SMS 871;Y;096911;${anio_ejecucion};2016;;
42003411;42000001;4;b;49;;-1;;-1;;-1;;Brinzal de 47 cm de alto;SMS 872;Y;096911;${anio_ejecucion};2016;;
42003444;42000001;4;b;50;;-1;;-1;;-1;;Brinzal de 57 cm de alto;;N;096911;${anio_ejecucion};2016;;
42003477;42000001;4;b;51;;-1;;-1;;-1;;Brinzal de 92 cm de alto;SMS 873;Y;096911;${anio_ejecucion};2016;;
42003510;42000001;4;b;52;Caraño;burseraceae;;protium;;-1;;Brinzal de 74 cm de alto;SMS 874;Y;096911;${anio_ejecucion};2016;;
42003543;42000001;4;b;53;;piperaceae;;-1;;-1;;Brinzal de 76 cm de alto;SMS 875;Y;096911;${anio_ejecucion};2016;;
42003576;42000001;4;b;54;;-1;;-1;;-1;;Brinzal de 40 cm de alto;SMS 876;Y;096911;${anio_ejecucion};2016;;
42003609;42000001;4;b;55;;-1;;-1;;-1;;Brinzal de 82 cm de alto, olor a tinto estipulas terminal;SMS 877;Y;096911;${anio_ejecucion};2016;;
42003642;42000001;4;l;56;Caraño;burseraceae;;protium;;-1;;Olor fuerte mentolado recina transparente;SMS 878;Y;096911;${anio_ejecucion};2016;;
42003675;42000001;4;l;57;Palma polilla;arecaceae;;-1;;-1;;"2.29 m de largo; 72 de ancho, 93 pinas, 13 hojas";SMS 879;Y;096911;${anio_ejecucion};2016;;
42003708;42000001;4;l;58;Guayabito;myrtaceae;;-1;;-1;;Olor agradable;SMS 880;Y;096911;${anio_ejecucion};2016;;
42003741;42000001;4;l;59;Caraño;burseraceae;;protium;;-1;;;;N;096911;${anio_ejecucion};2016;;
42003774;42000001;4;l;60;;-1;;-1;;-1;;Muerto en pie;;N;096911;${anio_ejecucion};2016;;
42003807;42000001;4;l;61;Caraño;burseraceae;;protium;;-1;;;;N;096911;${anio_ejecucion};2016;;
42003840;42000001;4;l;62;;-1;;-1;;-1;;;SMS 881;Y;096911;${anio_ejecucion};2016;;
42003873;42000001;4;f;63;Querebere;-1;;-1;;-1;;;SMS 882;Y;096911;${anio_ejecucion};2016;;
42003906;42000001;4;f;64;;-1;;-1;;-1;;;SMS 883;Y;096911;${anio_ejecucion};2016;;
42003939;42000001;4;f;65;;-1;;-1;;-1;;Madera rojiza, olor dulzón tallo blanco con lenticelas negras;;N;096911;${anio_ejecucion};2016;;
42003972;42000001;4;f;66;Caraño;burseraceae;;protium;;-1;;;SMS 884;Y;096911;${anio_ejecucion};2016;;
42004005;42000001;4;f;67;;-1;;-1;;-1;;Hojas delgadas, finas de envés blanco;SMS 885;Y;096911;${anio_ejecucion};2016;;
42004038;42000001;4;f;68;Querebere;-1;;-1;;-1;;;;N;096911;${anio_ejecucion};2016;;
42004071;42000001;4;f;69;Querebere;-1;;-1;;-1;;;;N;096911;${anio_ejecucion};2016;;
42004104;42000001;4;f;70;Querebere;-1;;-1;;-1;;;;N;096911;${anio_ejecucion};2016;;
42004137;42000001;4;f;71;Querebere;-1;;-1;;-1;;;;N;096911;${anio_ejecucion};2016;;
42004170;42000001;4;f;72;Palma polilla;arecaceae;;-1;;-1;;90 pinas, 2,23 m alto, 74 cm de ancho;SMS 886;Y;096911;${anio_ejecucion};2016;;
42004203;42000001;4;f;73;;-1;;-1;;-1;;;;N;096911;${anio_ejecucion};2016;;
42004236;42000001;4;f;74;;-1;;-1;;-1;;Olor dulzon leve, tallo de color blanco;;N;096911;${anio_ejecucion};2016;;
42004269;42000001;4;fg;75;Moriche;arecaceae;;mauritia;;flexuosa;;"15 hojas 3 m de largo; 1.68 m de ancho, 86 pinas";SMS 887;Y;096911;${anio_ejecucion};2016;;
42004302;42000001;4;fg;76;;-1;;-1;;-1;;Muerto en pie;;N;096911;${anio_ejecucion};2016;;
42004335;42000001;5;fg;77;Moriche;arecaceae;;mauritia;;flexuosa;;13 hojas 72 pinas 2.97 m de largo 1.57 m de ancho;SMS 888;Y;096911;${anio_ejecucion};2016;;
42004368;42000001;5;fg;78;Moriche;arecaceae;;mauritia;;flexuosa;;;;N;096911;${anio_ejecucion};2016;;
43001477;43000001;1;b;1;Mangle Rojo;-1;;-1;;-1;;Sin observaciones;JH 1660;Y;185244;${anio_ejecucion};2016;;
43001510;43000001;1;b;2;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43001543;43000001;1;b;3;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43001576;43000001;1;b;4;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43001609;43000001;1;b;5;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43001642;43000001;1;b;6;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43001675;43000001;1;b;7;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43001708;43000001;1;b;8;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43001741;43000001;1;b;9;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43001774;43000001;1;b;10;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43001807;43000001;1;b;11;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43001840;43000001;1;b;12;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43001873;43000001;1;b;13;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43001906;43000001;1;b;14;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43001939;43000001;1;b;15;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43001972;43000001;1;b;16;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43002005;43000001;1;b;17;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43002038;43000001;1;b;18;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43002071;43000001;1;b;19;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43002104;43000001;1;b;20;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43002137;43000001;1;b;21;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);XX;N;185244;${anio_ejecucion};2016;;
43002170;43000001;1;b;22;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43002203;43000001;1;b;23;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43002236;43000001;1;b;24;Mangle Rojo;-1;;-1;;-1;;Igual a individuo 1 (JH 1660);xx;N;185244;${anio_ejecucion};2016;;
43002269;43000001;1;f;25;Mangle Rojo;-1;;-1;;-1;;Árbol de referencia 2 de Spf 1;JH 1661;Y;185244;${anio_ejecucion};2016;;
43002302;43000001;1;l;26;Mangle Blanco;-1;;-1;;-1;;Árbol de referencia 3 de Spf 1.;JH 1664;Y;185244;${anio_ejecucion};2016;;
43002335;43000001;2;b;27;Malibu;rubiaceae;;-1;;-1;;Sin observaciones;JH 1659;Y;185244;${anio_ejecucion};2016;;
43002368;43000001;2;b;28;Guamo macho;fabaceae;;inga;;undef;;Sin observaciones;JH 1665;Y;185244;${anio_ejecucion};2016;;
43002401;43000001;2;b;29;Anime;burceraceae;;-1;;-1;;Sin observaciones;JH 1667;Y;185244;${anio_ejecucion};2016;;
43002434;43000001;2;b;30;Anime;burceraceae;;-1;;-1;;Igual a individuo 29 (JH 1667);XX;N;185244;${anio_ejecucion};2016;;
43002467;43000001;2;b;31;Perguetano;chrysobalanaceae;;-1;;-1;;Sin observaciones;JH 1668;Y;185244;${anio_ejecucion};2016;;
43002500;43000001;2;b;32;Malibú;rubiaceae;;-1;;-1;;Igual a individuo 27 (JH 1659);xx;N;185244;${anio_ejecucion};2016;;
43002533;43000001;2;f;33;Guamo macho;fabaceae;;inga;;undef;;Sin observaciones;JH 1673;Y;185244;${anio_ejecucion};2016;;
43002566;43000001;2;f;34;Guamo macho;fabaceae;;inga;;undef;;Igual a individuo 33 (JH 1673);xx;N;185244;${anio_ejecucion};2016;;
43002599;43000001;2;f;35;Carbonero-Mamon de Puerco;chrysobalanaceae;;-1;;-1;;Sin observaciones;JH 1674;Y;185244;${anio_ejecucion};2016;;
43002632;43000001;2;f;36;Guamo macho;fabaceae;;inga;;undef;;Árbol de referencia 1 de Spf 2;JH 1666;Y;185244;${anio_ejecucion};2016;;
43002665;43000001;2;f;37;Guamo macho;fabaceae;;inga;;undef;;Igual a individuo 33 (JH 1673);xx;N;185244;${anio_ejecucion};2016;;
43002698;43000001;2;f;38;Guamo macho;fabaceae;;inga;;undef;;Igual a individuo 33 (JH 1673);xx;N;185244;${anio_ejecucion};2016;;
43002731;43000001;2;l;39;Bola de Tití;rubiaceae;;randia;;undef;;Sin observaciones;JH 1672;Y;185244;${anio_ejecucion};2016;;
43002764;43000001;2;f;40;Escobillo;annonaceae;;xylopia;;undef;;Árbol de referencia 2 de Spf 2;JH 1662;Y;185244;${anio_ejecucion};2016;;
43002797;43000001;2;f;41;Carbonero-Mamón de Puerco;chrysobalanaceae;;-1;;-1;;Igual a individuo 35 (JH 1674);xx;N;185244;${anio_ejecucion};2016;;
43002830;43000001;2;f;42;Escobillo;annonaceae;;xylopia;;undef;;Igual a individuo 40 (JH 1662);xx;N;185244;${anio_ejecucion};2016;;
43002863;43000001;2;f;43;Guamo macho;fabaceae;;inga;;undef;;"Árbol de referencia 3 de Spf 2; igual a individuo 36 (JH 1673)";xx;N;185244;${anio_ejecucion};2016;;
43002896;43000001;3;l;44;Majaguito;fabaceae;;cassia;;undef;;Árbol de referencia 2 de Spf 3;JH 1675;Y;185244;${anio_ejecucion};2016;;
43002929;43000001;4;l;45;Majaguito;fabaceae;;cassia;;undef;;"Árbol de referencia 3 de Spf 3; igual a individuo 44 (JH 1675)";xx;N;185244;${anio_ejecucion};2016;;
43002962;43000001;4;b;46;Majaguito;fabaceae;;cassia;;undef;;Sin observaciones;JH 1676;Y;185244;${anio_ejecucion};2016;;
43002995;43000001;5;l;47;Mangle bobo;-1;;-1;;-1;;Árbol de referencia 1 de Spf 4;JH 1677;Y;185244;${anio_ejecucion};2016;;
44001834;44000001;2;b;1;NN;melastomataceae;;-1;;-1;;Subfrútice de 0,53 m de altura. Tallo y pecíolos con tricomas, hojas con envés lustroso. Muestra infértil.;MAS3857;Y;057023;${anio_ejecucion};2016;;
44001867;44000001;2;b;2;NN;melastomataceae;;-1;;-1;;Igual a B1. MAS3857.;;N;057023;${anio_ejecucion};2016;;
44001900;44000001;2;b;3;NN;melastomataceae;;-1;;-1;;Igual a B1. MAS3857.;;N;057023;${anio_ejecucion};2016;;
44001933;44000001;2;b;4;NN;melastomataceae;;-1;;-1;;Igual a B1. MAS3857.;;N;057023;${anio_ejecucion};2016;;
44001966;44000001;2;b;5;NN;melastomataceae;;-1;;-1;;Igual al Punto de Referencia 3-SPF1. MAS3856.;;N;057023;${anio_ejecucion};2016;;
44001999;44000001;2;l;6;NN;euphorbiaceae;;-1;;-1;;Árbol de 12 m de altura. Hojas lustrosas por haz y envés. Las hojas poseen dos glándulas en la base de color negro. Muestra infértil.;MAS3858;Y;057023;${anio_ejecucion};2016;;
44002032;44000001;2;l;7;NN;melastomataceae;;-1;;-1;;Arbolito de 5 m de altura. Tallo café, hojas jóvenes rojizas por el envés. Botones florales verdes. Muestra fértil.;MAS3859;Y;057023;${anio_ejecucion};2016;;
44002065;44000001;2;l;8;NN;araliaceae;;-1;;-1;;Arbolito de 4 m de altura. Tallo y pecíolos farinosos. Hojas con envés glauco. Muestra infértil.;MAS3860;Y;057023;${anio_ejecucion};2016;;
44002098;44000001;2;l;9;NN;melastomataceae;;-1;;-1;;Igual al Punto de Referencia 3-SPF1. MAS3856.;;N;057023;${anio_ejecucion};2016;;
44002131;44000001;2;f;10;NN;indeterminada;;-1;;-1;;Árbol de 15 m de altura. Hojas con haz lustroso. Frutos axilares, botones florales color negro. Muestra fértil.;MAS3861;Y;057023;${anio_ejecucion};2016;;
44002164;44000001;2;f;11;Palma;arecaceae;;wettinia;;-1;;Palma de 4,9 m de altura. Cono de color marrón, raíces zanconas, hojas pinnadas. Muestra infértil.;MAS3862;Y;057023;${anio_ejecucion};2016;;
44002197;44000001;2;f;12;NN;moraceae;;-1;;-1;;Árbol de 15 m de altura. Pecíolos, vena principal y envés de las hojas con abundantes tricomas. Muestra infértil.;MAS3863;Y;057023;${anio_ejecucion};2016;;
44002230;44000001;2;f;13;Palma;arecaceae;;wettinia;;-1;;Igual a F11. MAS3862. Corresponde a un Punto de Referencia 3-SPF2.;;N;057023;${anio_ejecucion};2016;;
44002263;44000001;2;f;14;NN;melastomataceae;;-1;;-1;;Igual al Punto de Referencia 3-SPF1. MAS3856.;;N;057023;${anio_ejecucion};2016;;
44002296;44000001;2;f;15;NN;-1;Muerto caído;-1;;-1;;Muerto caído.;;N;057023;${anio_ejecucion};2016;;
44002329;44000001;2;fg;16;NN;moraceae;;ficus;;-1;;Igual al Punto de Referencia 1-SPF1. MAS3854. Corresponde a un Punto de Referencia 1-SPF2.;;N;057023;${anio_ejecucion};2016;;
44002362;44000001;2;fg;17;NN;indeterminada;;-1;;-1;;Árbol de 22 m de altura. Tallo con lenticelas blancas. Hojas lustrosas por haz y envés. Muestra infértil.;MAS3864;Y;057023;${anio_ejecucion};2016;;
44002395;44000001;2;fg;18;NN;indeterminada;;-1;;-1;;Igual a FG17. MAS3864. Corresponde a un Punto de Referencia 2-SPF2.;;N;057023;${anio_ejecucion};2016;;
44002428;44000001;2;fg;19;NN;-1;Muerto en pie;-1;;-1;;Muerto en pie.;;N;057023;${anio_ejecucion};2016;;
44002461;44000001;2;fg;20;Palma;arecaceae;;wettinia;;-1;;Igual a F11. MAS3862.;;N;057023;${anio_ejecucion};2016;;
44002494;44000001;2;fg;21;NN;-1;Muerto en pie;-1;;-1;;Muerto en pie.;;N;057023;${anio_ejecucion};2016;;
44002527;44000001;2;fg;22;NN;indeterminada;;-1;;-1;;Igual a F10. MAS3861.;;N;057023;${anio_ejecucion};2016;;
44002560;44000001;2;fg;23;NN;indeterminada;;-1;;-1;;Igual a FG17. MAS3864.;;N;057023;${anio_ejecucion};2016;;
44002593;44000001;2;fg;24;NN;indeterminada;;-1;;-1;;Igual a FG17. MAS3864.;;N;057023;${anio_ejecucion};2016;;
44002626;44000001;2;fg;25;NN;indeterminada;;-1;;-1;;Igual a FG17. MAS3864.;;N;057023;${anio_ejecucion};2016;;
44002659;44000001;2;fg;26;NN;indeterminada;;-1;;-1;;Árbol de 20,3 m de altura. Hojas concoloras. Inflorescencias terminales con botones florales verdosos, flores blancas. Muestra fértil.;MAS3865;Y;057023;${anio_ejecucion};2016;;
44002692;44000001;2;fg;27;Palma;arecaceae;;wettinia;;-1;;Igual a F11. MAS3862.;;N;057023;${anio_ejecucion};2016;;
44002725;44000001;2;fg;28;Palma;arecaceae;;wettinia;;-1;;Igual a F11. MAS3862.;;N;057023;${anio_ejecucion};2016;;
44003583;44000001;5;f;50;NN;chloranthaceae;;hedyosmum;;-1;;Igual a L48. MAS3878. Corresponde a un Punto de Referencia 1-SPF5.;;N;057023;${anio_ejecucion};2016;;
44002791;44000001;5;b;29;NN;rubiaceae;;-1;;-1;;Subfrútice de 0,53 m de altura. Pecíolos vinotinto, hojas jóvenes con envés vinotinto. Muestra infértil.;MAS3867;Y;057023;${anio_ejecucion};2016;;
44002824;44000001;5;b;30;NN;moraceae;;-1;;-1;;Subfrútice de 0,43 m de altura. Presencia de látex blanco. Hojas dicoloras. Muestra infértil.;MAS3868;Y;057023;${anio_ejecucion};2016;;
44002857;44000001;5;b;31;NN;moraceae;;-1;;-1;;Subfrútice de 0,42 m de altura. Haz y envés de las hojas con tricomas dispersos. Muestra infértil.;MAS3869;Y;057023;${anio_ejecucion};2016;;
44002890;44000001;5;b;32;NN;piperaceae;;-1;;-1;;Subfrútice de 0,85 m de altura. Hojas discoloras con envés glauco. Presenta olor agradable. Muestra infértil.;MAS3870;Y;057023;${anio_ejecucion};2016;;
44002923;44000001;5;b;33;NN;indeterminada;;-1;;-1;;Subfrútice de 1,08 m de altura. La corteza se desprende en largas tiras. Hojas subopuestas. Muestra infértil.;MAS3871;Y;057023;${anio_ejecucion};2016;;
44002956;44000001;5;b;34;NN;rubiaceae;;-1;;-1;;Igual a B29. MAS3867.;;N;057023;${anio_ejecucion};2016;;
44002989;44000001;5;b;35;NN;piperaceae;;-1;;-1;;Igual a B32. MAS3870.;;N;057023;${anio_ejecucion};2016;;
44003022;44000001;5;b;36;NN;-1;Primulaceae;-1;;-1;;Subfrútice de 0,70 m de altura. Tallos ferrugíneos, hojas discoloras, envés foliar ferrugíneo. Muestra infértil.;MAS3872;Y;057023;${anio_ejecucion};2016;;
44003055;44000001;5;b;37;NN;melastomataceae;;-1;;-1;;Subfrútice de 0,80 m de altura. Tallos ferrugíneos, tricomas dispersos por el haz de las hojas. Muestra infértil.;MAS3873;Y;057023;${anio_ejecucion};2016;;
44003088;44000001;5;b;38;NN;moraceae;;-1;;-1;;Igual a B31. MAS3869.;;N;057023;${anio_ejecucion};2016;;
44003121;44000001;5;b;39;NN;rubiaceae;;-1;;-1;;Igual a B29. MAS3867.;;N;057023;${anio_ejecucion};2016;;
44003154;44000001;5;b;40;NN;piperaceae;;-1;;-1;;Igual a B32. MAS3870.;;N;057023;${anio_ejecucion};2016;;
44003187;44000001;5;b;41;NN;piperaceae;;-1;;-1;;Igual a B32. MAS3870.;;N;057023;${anio_ejecucion};2016;;
44003253;44000001;5;b;42;Helecho;-1;Dicksoniaceae;-1;Dicksonia;-1;;Helecho terrestre de 0,35 m de altura. Base de los pecíolos y raquis con pelos color café, soros marginales color café. Muestra fértil.;MAS3875;Y;057023;${anio_ejecucion};2016;;
44003286;44000001;5;b;43;Helecho;-1;Dicksoniaceae;-1;Dicksonia;-1;;Igual a B42. MAS3875.;;N;057023;${anio_ejecucion};2016;;
44003319;44000001;5;l;44;Helecho;-1;Dicksoniaceae;-1;;-1;;Igual a B42. MAS3875.;;N;057023;${anio_ejecucion};2016;;
44003352;44000001;5;l;45;NN;indeterminada;;-1;;-1;;Individuo sin hojas. No se puede obtener muestra botánica.;;N;057023;${anio_ejecucion};2016;;
44003385;44000001;5;l;46;NN;lauraceae;;-1;;-1;;Árbol de 8,5 m de altura. Olor agradable. Muestra infértil.;MAS3876;Y;057023;${anio_ejecucion};2016;;
44003418;44000001;5;l;47;NN;indeterminada;;-1;;-1;;Arbolito de 4,6 m de altura. Hojas glaucas por el envés, el mágen de la vena principal presenta puntos translúcidos. Botones florales color blanco, frutos de color amarillo con cuatro cavidades, cada uno con cuatro semillas. Muestra fértil.;MAS3877;Y;057023;${anio_ejecucion};2016;;
44003451;44000001;5;l;48;NN;chloranthaceae;;hedyosmum;;-1;;Árbol de 6 m de altura. Pecíolos y entrenudos de color morado, presenta olor aromático. Muestra infértil.;MAS3878;Y;057023;${anio_ejecucion};2016;;
44003517;44000001;5;l;49;NN;annonaceae;;-1;;-1;;Árbol de 7 m de altura. La corteza se desprende en tiras, pecíolos de color morado. Muestra infértil.;MAS3879;Y;057023;${anio_ejecucion};2016;;
44003484;44000001;5;f;49;NN;annonaceae;;-1;;-1;;Árbol de 7 m de altura. La corteza se desprende en tiras, pecíolos de color morado. Muestra infértil.;MAS3879;Y;057023;${anio_ejecucion};2016;;
